mouse_symbol	mouse_ensembl	human_symbol	mapping_type	matrix_symbol_normalised_to	normalisation_source	babelgene_version
Nap1l4	ENSMUSG00000059119	NAP1L4	one2one	NA		22.9
Nap1l5	ENSMUSG00000055430	NAP1L5	one2one	NA		22.9
Napa	ENSMUSG00000006024	NAPA	one2one	NA		22.9
Napb	ENSMUSG00000027438	NAPB	one2one	NA		22.9
Napepld	ENSMUSG00000044968	NAPEPLD	one2one	NA		22.9
Napg	ENSMUSG00000024581	NAPG	one2one	NA		22.9
Naprt	ENSMUSG00000022574	NAPRT	one2one	NA		22.9
Napsa	ENSMUSG00000002204	NAPSA	one2one	NA		22.9
Narf	ENSMUSG00000000056	NARF	one2one	NA		22.9
Nars	ENSMUSG00000024587	NARS1	one2one	NA		22.9
Nars2	ENSMUSG00000018995	NARS2	one2one	NA		22.9
Nasp	ENSMUSG00000028693	NASP	one2one	NA		22.9
Nat10	ENSMUSG00000027185	NAT10	one2one	NA		22.9
Nat14	ENSMUSG00000035285	NAT14	one2one	NA		22.9
Nat2	ENSMUSG00000051147	NAT1	one2one	NA		22.9
Nat8f1	ENSMUSG00000057103	NAT8	many2one	NA		22.9
Nat8f4	ENSMUSG00000068299	NAT8	many2one	NA		22.9
Nat8l	ENSMUSG00000048142	NAT8L	one2one	NA		22.9
Nat9	ENSMUSG00000015542	NAT9	one2one	NA		22.9
Natd1	ENSMUSG00000018931	NATD1	one2one	NA		22.9
Nav1	ENSMUSG00000009418	NAV1	one2one	NA		22.9
Nav2	ENSMUSG00000052512	NAV2	one2one	NA		22.9
Naxd	ENSMUSG00000031505	NAXD	one2one	NA		22.9
Naxe	ENSMUSG00000028070	NAXE	one2one	NA		22.9
Nbas	ENSMUSG00000020576	NBAS	one2one	NA		22.9
Nbdy	ENSMUSG00000086316	NBDY	one2one	NA		22.9
Nbea	ENSMUSG00000027799	NBEA	one2one	NA		22.9
Nbeal1	ENSMUSG00000073664	NBEAL1	one2one	NA		22.9
Nbeal2	ENSMUSG00000056724	NBEAL2	one2one	NA		22.9
Nbl1	ENSMUSG00000041120	NBL1	one2one	NA		22.9
Nbn	ENSMUSG00000028224	NBN	one2one	NA		22.9
Nbr1	ENSMUSG00000017119	NBR1	one2one	NA		22.9
Ncald	ENSMUSG00000051359	NCALD	one2one	NA		22.9
Ncam1	ENSMUSG00000039542	NCAM1	one2one	NA		22.9
Ncapd2	ENSMUSG00000038252	NCAPD2	one2one	NA		22.9
Ncapd3	ENSMUSG00000035024	NCAPD3	one2one	NA		22.9
Ncapg	ENSMUSG00000015880	NCAPG	one2one	NA		22.9
Ncapg2	ENSMUSG00000042029	NCAPG2	one2one	NA		22.9
Ncaph	ENSMUSG00000034906	NCAPH	one2one	NA		22.9
Ncaph2	ENSMUSG00000008690	NCAPH2	one2one	NA		22.9
Ncbp1	ENSMUSG00000028330	NCBP1	one2one	NA		22.9
Ncbp2	ENSMUSG00000022774	NCBP2	one2one	NA		22.9
Ncbp3	ENSMUSG00000020783	NCBP3	one2one	NA		22.9
Ncdn	ENSMUSG00000028833	NCDN	one2one	NA		22.9
Nceh1	ENSMUSG00000027698	NCEH1	one2one	NA		22.9
Ncf1	ENSMUSG00000015950	NCF1	one2one	NA		22.9
Ncf2	ENSMUSG00000026480	NCF2	one2one	NA		22.9
Ncf4	ENSMUSG00000071715	NCF4	one2one	NA		22.9
Nck1	ENSMUSG00000032475	NCK1	one2one	NA		22.9
Nck2	ENSMUSG00000066877	NCK2	one2one	NA		22.9
Nckap1	ENSMUSG00000027002	NCKAP1	one2one	NA		22.9
Nckap1l	ENSMUSG00000022488	NCKAP1L	one2one	NA		22.9
Nckap5l	ENSMUSG00000023009	NCKAP5L	one2one	NA		22.9
Nckipsd	ENSMUSG00000032598	NCKIPSD	one2one	NA		22.9
Ncl	ENSMUSG00000026234	NCL	one2one	NA		22.9
Ncln	ENSMUSG00000020238	NCLN	one2one	NA		22.9
Ncmap	ENSMUSG00000043924	NCMAP	one2one	NA		22.9
Ncoa1	ENSMUSG00000020647	NCOA1	one2one	NA		22.9
Ncoa2	ENSMUSG00000005886	NCOA2	one2one	NA		22.9
Ncoa3	ENSMUSG00000027678	NCOA3	one2one	NA		22.9
Ncoa4	ENSMUSG00000056234	NCOA4	one2one	NA		22.9
Ncoa5	ENSMUSG00000039804	NCOA5	one2one	NA		22.9
Ncoa6	ENSMUSG00000038369	NCOA6	one2one	NA		22.9
Ncoa7	ENSMUSG00000039697	NCOA7	one2one	NA		22.9
Ncor1	ENSMUSG00000018501	NCOR1	one2one	NA		22.9
Ncor2	ENSMUSG00000029478	NCOR2	one2one	NA		22.9
Ncs1	ENSMUSG00000062661	NCS1	one2one	NA		22.9
Ncstn	ENSMUSG00000003458	NCSTN	one2one	NA		22.9
Ndc1	ENSMUSG00000028614	NDC1	one2one	NA		22.9
Ndc80	ENSMUSG00000024056	NDC80	one2one	NA		22.9
Nde1	ENSMUSG00000022678	NDE1	one2one	NA		22.9
Ndel1	ENSMUSG00000018736	NDEL1	one2one	NA		22.9
Ndfip1	ENSMUSG00000024425	NDFIP1	one2one	NA		22.9
Ndfip2	ENSMUSG00000053253	NDFIP2	one2one	NA		22.9
Ndnf	ENSMUSG00000049001	NDNF	one2one	NA		22.9
Ndor1	ENSMUSG00000006471	NDOR1	one2one	NA		22.9
Ndrg1	ENSMUSG00000005125	NDRG1	one2one	NA		22.9
Ndrg2	ENSMUSG00000004558	NDRG2	one2one	NA		22.9
Ndrg3	ENSMUSG00000027634	NDRG3	one2one	NA		22.9
Ndrg4	ENSMUSG00000036564	NDRG4	one2one	NA		22.9
Ndst1	ENSMUSG00000054008	NDST1	one2one	NA		22.9
Ndst2	ENSMUSG00000039308	NDST2	one2one	NA		22.9
Ndst3	ENSMUSG00000027977	NDST3	one2one	NA		22.9
Ndufa1	ENSMUSG00000016427	NDUFA1	one2one	NA		22.9
Ndufa10	ENSMUSG00000026260	NDUFA10	one2one	NA		22.9
Ndufa11	ENSMUSG00000002379	NDUFA11	one2one	NA		22.9
Ndufa12	ENSMUSG00000020022	NDUFA12	one2one	NA		22.9
Ndufa13	ENSMUSG00000036199	NDUFA13	one2one	NA		22.9
Ndufa2	ENSMUSG00000014294	NDUFA2	one2one	NA		22.9
Ndufa3	ENSMUSG00000035674	NDUFA3	one2one	NA		22.9
Ndufa4	ENSMUSG00000029632	NDUFA4	one2one	NA		22.9
Ndufa5	ENSMUSG00000023089	NDUFA5	one2one	NA		22.9
Ndufa6	ENSMUSG00000022450	NDUFA6	one2one	NA		22.9
Ndufa7	ENSMUSG00000041881	NDUFA7	one2one	NA		22.9
Ndufa8	ENSMUSG00000026895	NDUFA8	one2one	NA		22.9
Ndufa9	ENSMUSG00000000399	NDUFA9	one2one	NA		22.9
Ndufab1	ENSMUSG00000030869	NDUFAB1	one2one	NA		22.9
Ndufaf1	ENSMUSG00000027305	NDUFAF1	one2one	NA		22.9
Ndufaf2	ENSMUSG00000068184	NDUFAF2	one2one	NA		22.9
Ndufaf3	ENSMUSG00000070283	NDUFAF3	one2one	NA		22.9
Ndufaf4	ENSMUSG00000028261	NDUFAF4	one2one	NA		22.9
Ndufaf5	ENSMUSG00000027384	NDUFAF5	one2one	NA		22.9
Ndufaf6	ENSMUSG00000050323	NDUFAF6	one2one	NA		22.9
Ndufaf7	ENSMUSG00000024082	NDUFAF7	one2one	NA		22.9
Ndufaf8	ENSMUSG00000078572	NDUFAF8	one2one	NA		22.9
Ndufb10	ENSMUSG00000040048	NDUFB10	one2one	NA		22.9
Ndufb11	ENSMUSG00000031059	NDUFB11	one2one	NA		22.9
Ndufb2	ENSMUSG00000002416	NDUFB2	one2one	NA		22.9
Ndufb3	ENSMUSG00000026032	NDUFB3	one2one	NA		22.9
Ndufb4	ENSMUSG00000022820	NDUFB4	one2one	NA		22.9
Ndufb5	ENSMUSG00000027673	NDUFB5	one2one	NA		22.9
Ndufb6	ENSMUSG00000071014	NDUFB6	one2one	NA		22.9
Ndufb7	ENSMUSG00000033938	NDUFB7	one2one	NA		22.9
Ndufb8	ENSMUSG00000025204	NDUFB8	one2one	NA		22.9
Ndufb9	ENSMUSG00000022354	NDUFB9	one2one	NA		22.9
Ndufc1	ENSMUSG00000037152	NDUFC1	one2one	NA		22.9
Ndufc2	ENSMUSG00000030647	NDUFC2	one2one	NA		22.9
Ndufs1	ENSMUSG00000025968	NDUFS1	one2one	NA		22.9
Ndufs2	ENSMUSG00000013593	NDUFS2	one2one	NA		22.9
Ndufs3	ENSMUSG00000005510	NDUFS3	one2one	NA		22.9
Ndufs4	ENSMUSG00000021764	NDUFS4	one2one	NA		22.9
Ndufs5	ENSMUSG00000028648	NDUFS5	one2one	NA		22.9
Ndufs6	ENSMUSG00000021606	NDUFS6	one2one	NA		22.9
Ndufs7	ENSMUSG00000020153	NDUFS7	one2one	NA		22.9
Ndufs8	ENSMUSG00000059734	NDUFS8	one2one	NA		22.9
Ndufv1	ENSMUSG00000037916	NDUFV1	one2one	NA		22.9
Ndufv2	ENSMUSG00000024099	NDUFV2	one2one	NA		22.9
Ndufv3	ENSMUSG00000024038	NDUFV3	one2one	NA		22.9
Neb	ENSMUSG00000026950	NEB	one2one	NA		22.9
Nebl	ENSMUSG00000053702	NEBL	one2one	NA		22.9
Necab3	ENSMUSG00000027489	NECAB3	one2one	NA		22.9
Necap1	ENSMUSG00000030327	NECAP1	one2one	NA		22.9
Necap2	ENSMUSG00000028923	NECAP2	one2one	NA		22.9
Nectin1	ENSMUSG00000032012	NECTIN1	one2one	NA		22.9
Nectin2	ENSMUSG00000062300	NECTIN2	one2one	NA		22.9
Nectin3	ENSMUSG00000022656	NECTIN3	one2one	NA		22.9
Nectin4	ENSMUSG00000006411	NECTIN4	one2one	NA		22.9
Nedd1	ENSMUSG00000019988	NEDD1	one2one	NA		22.9
Nedd4	ENSMUSG00000032216	NEDD4	one2one	NA		22.9
Nedd4l	ENSMUSG00000024589	NEDD4L	one2one	NA		22.9
Nedd8	ENSMUSG00000010376	NEDD8	one2one	NA		22.9
Nedd9	ENSMUSG00000021365	NEDD9	one2one	NA		22.9
Nefh	ENSMUSG00000020396	NEFH	one2one	NA		22.9
Neil1	ENSMUSG00000032298	NEIL1	one2one	NA		22.9
Neil2	ENSMUSG00000035121	NEIL2	one2one	NA		22.9
Neil3	ENSMUSG00000039396	NEIL3	one2one	NA		22.9
Nek1	ENSMUSG00000031644	NEK1	one2one	NA		22.9
Nek10	ENSMUSG00000042567	NEK10	one2one	NA		22.9
Nek11	ENSMUSG00000035032	NEK11	one2one	NA		22.9
Nek2	ENSMUSG00000026622	NEK2	one2one	NA		22.9
Nek3	ENSMUSG00000031478	NEK3	one2one	NA		22.9
Nek4	ENSMUSG00000021918	NEK4	one2one	NA		22.9
Nek6	ENSMUSG00000026749	NEK6	one2one	NA		22.9
Nek7	ENSMUSG00000026393	NEK7	one2one	NA		22.9
Nek8	ENSMUSG00000017405	NEK8	one2one	NA		22.9
Nek9	ENSMUSG00000034290	NEK9	one2one	NA		22.9
Nelfa	ENSMUSG00000029111	NELFA	one2one	NA		22.9
Nelfb	ENSMUSG00000013465	NELFB	one2one	NA		22.9
Nelfcd	ENSMUSG00000016253	NELFCD	one2one	NA		22.9
Nelfe	ENSMUSG00000024369	NELFE	one2one	NA		22.9
Nemf	ENSMUSG00000020982	NEMF	one2one	NA		22.9
Nemp1	ENSMUSG00000040195	NEMP1	one2one	NA		22.9
Nemp2	ENSMUSG00000043015	NEMP2	one2one	NA		22.9
Nenf	ENSMUSG00000037499	NENF	one2one	NA		22.9
Neo1	ENSMUSG00000032340	NEO1	one2one	NA		22.9
Nepro	ENSMUSG00000036208	NEPRO	one2one	NA		22.9
Nes	ENSMUSG00000004891	NES	one2one	NA		22.9
Net1	ENSMUSG00000021215	NET1	one2one	NA		22.9
Neto1	ENSMUSG00000050321	NETO1	one2one	NA		22.9
Neto2	ENSMUSG00000036902	NETO2	one2one	NA		22.9
Neu1	ENSMUSG00000007038	NEU1	one2one	NA		22.9
Neu3	ENSMUSG00000035239	NEU3	one2one	NA		22.9
Neurl1a	ENSMUSG00000006435	NEURL1	one2one	NA		22.9
Neurl1b	ENSMUSG00000034413	NEURL1B	one2one	NA		22.9
Neurl2	ENSMUSG00000039873	NEURL2	one2one	NA		22.9
Neurl3	ENSMUSG00000047180	NEURL3	one2one	NA		22.9
Neurl4	ENSMUSG00000047284	NEURL4	one2one	NA		22.9
Nexmif	ENSMUSG00000046449	NEXMIF	one2one	NA		22.9
Nexn	ENSMUSG00000039103	NEXN	one2one	NA		22.9
Nf1	ENSMUSG00000020716	NF1	one2one	NA		22.9
Nf2	ENSMUSG00000009073	NF2	one2one	NA		22.9
Nfat5	ENSMUSG00000003847	NFAT5	one2one	NA		22.9
Nfatc1	ENSMUSG00000033016	NFATC1	one2one	NA		22.9
Nfatc2	ENSMUSG00000027544	NFATC2	one2one	NA		22.9
Nfatc2ip	ENSMUSG00000030722	NFATC2IP	one2one	NA		22.9
Nfatc3	ENSMUSG00000031902	NFATC3	one2one	NA		22.9
Nfatc4	ENSMUSG00000023411	NFATC4	one2one	NA		22.9
Nfe2	ENSMUSG00000058794	NFE2	one2one	NA		22.9
Nfe2l1	ENSMUSG00000038615	NFE2L1	one2one	NA		22.9
Nfe2l2	ENSMUSG00000015839	NFE2L2	one2one	NA		22.9
Nfe2l3	ENSMUSG00000029832	NFE2L3	one2one	NA		22.9
Nfia	ENSMUSG00000028565	NFIA	one2one	NA		22.9
Nfic	ENSMUSG00000055053	NFIC	one2one	NA		22.9
Nfil3	ENSMUSG00000056749	NFIL3	one2one	NA		22.9
Nfix	ENSMUSG00000001911	NFIX	one2one	NA		22.9
Nfkb1	ENSMUSG00000028163	NFKB1	one2one	NA		22.9
Nfkb2	ENSMUSG00000025225	NFKB2	one2one	NA		22.9
Nfkbia	ENSMUSG00000021025	NFKBIA	one2one	NA		22.9
Nfkbib	ENSMUSG00000030595	NFKBIB	one2one	NA		22.9
Nfkbid	ENSMUSG00000036931	NFKBID	one2one	NA		22.9
Nfkbie	ENSMUSG00000023947	NFKBIE	one2one	NA		22.9
Nfkbil1	ENSMUSG00000042419	NFKBIL1	one2one	NA		22.9
Nfkbiz	ENSMUSG00000035356	NFKBIZ	one2one	NA		22.9
Nfrkb	ENSMUSG00000042185	NFRKB	one2one	NA		22.9
Nfs1	ENSMUSG00000027618	NFS1	one2one	NA		22.9
Nfu1	ENSMUSG00000029993	NFU1	one2one	NA		22.9
Nfx1	ENSMUSG00000028423	NFX1	one2one	NA		22.9
Nfxl1	ENSMUSG00000072889	NFXL1	one2one	NA		22.9
Nfya	ENSMUSG00000023994	NFYA	one2one	NA		22.9
Nfyb	ENSMUSG00000020248	NFYB	one2one	NA		22.9
Nfyc	ENSMUSG00000032897	NFYC	one2one	NA		22.9
Ngb	ENSMUSG00000021032	NGB	one2one	NA		22.9
Ngdn	ENSMUSG00000022204	NGDN	one2one	NA		22.9
Ngef	ENSMUSG00000026259	NGEF	one2one	NA		22.9
Ngf	ENSMUSG00000027859	NGF	one2one	NA		22.9
Ngfr	ENSMUSG00000000120	NGFR	one2one	NA		22.9
Ngly1	ENSMUSG00000021785	NGLY1	one2one	NA		22.9
Ngrn	ENSMUSG00000047084	NGRN	one2one	NA		22.9
Nhej1	ENSMUSG00000026162	NHEJ1	one2one	NA		22.9
Nhlrc1	ENSMUSG00000044231	NHLRC1	one2one	NA		22.9
Nhlrc2	ENSMUSG00000025078	NHLRC2	one2one	NA		22.9
Nhlrc3	ENSMUSG00000042997	NHLRC3	one2one	NA		22.9
Nhp2	ENSMUSG00000001056	NHP2	one2one	NA		22.9
Nhs	ENSMUSG00000059493	NHS	one2one	NA		22.9
Nhsl1	ENSMUSG00000039835	NHSL1	one2one	NA		22.9
Nhsl2	ENSMUSG00000079481	NHSL2	one2one	NA		22.9
Nicn1	ENSMUSG00000032606	NICN1	one2one	NA		22.9
Nid1	ENSMUSG00000005397	NID1	one2one	NA		22.9
Nid2	ENSMUSG00000021806	NID2	one2one	NA		22.9
Nif3l1	ENSMUSG00000026036	NIF3L1	one2one	NA		22.9
Nifk	ENSMUSG00000026377	NIFK	one2one	NA		22.9
Nim1k	ENSMUSG00000095930	NIM1K	one2one	NA		22.9
Nin	ENSMUSG00000021068	NIN	one2one	NA		22.9
Ninj1	ENSMUSG00000037966	NINJ1	one2one	NA		22.9
Ninj2	ENSMUSG00000041377	NINJ2	one2one	NA		22.9
Ninl	ENSMUSG00000068115	NINL	one2one	NA		22.9
Nip7	ENSMUSG00000031917	NIP7	one2one	NA		22.9
Nipa1	ENSMUSG00000047037	NIPA1	one2one	NA		22.9
Nipa2	ENSMUSG00000030452	NIPA2	one2one	NA		22.9
Nipal1	ENSMUSG00000067219	NIPAL1	one2one	NA		22.9
Nipal3	ENSMUSG00000028803	NIPAL3	one2one	NA		22.9
Nipal4	ENSMUSG00000020411	NIPAL4	one2one	NA		22.9
Nipbl	ENSMUSG00000022141	NIPBL	one2one	NA		22.9
Nipsnap1	ENSMUSG00000034285	NIPSNAP1	one2one	NA		22.9
Nipsnap2	ENSMUSG00000029432	NIPSNAP2	one2one	NA		22.9
Nipsnap3b	ENSMUSG00000015247	NIPSNAP3A	one2one	NA		22.9
Nisch	ENSMUSG00000021910	NISCH	one2one	NA		22.9
Nit1	ENSMUSG00000013997	NIT1	one2one	NA		22.9
Nit2	ENSMUSG00000022751	NIT2	one2one	NA		22.9
Nkain1	ENSMUSG00000078532	NKAIN1	one2one	NA		22.9
Nkap	ENSMUSG00000016409	NKAP	one2one	NA		22.9
Nkapd1	ENSMUSG00000059820	NKAPD1	one2one	NA		22.9
Nkapl	ENSMUSG00000059395	NKAPL	one2one	NA		22.9
Nkd1	ENSMUSG00000031661	NKD1	one2one	NA		22.9
Nkd2	ENSMUSG00000021567	NKD2	one2one	NA		22.9
Nkg7	ENSMUSG00000004612	NKG7	one2one	NA		22.9
Nkiras1	ENSMUSG00000021772	NKIRAS1	one2one	NA		22.9
Nkiras2	ENSMUSG00000017837	NKIRAS2	one2one	NA		22.9
Nkpd1	ENSMUSG00000060621	NKPD1	one2one	NA		22.9
Nkrf	ENSMUSG00000044149	NKRF	one2one	NA		22.9
Nktr	ENSMUSG00000032525	NKTR	one2one	NA		22.9
Nkx3-2	ENSMUSG00000049691	NKX3-2	one2one	NA		22.9
Nle1	ENSMUSG00000020692	NLE1	one2one	NA		22.9
Nlgn2	ENSMUSG00000051790	NLGN2	one2one	NA		22.9
Nlgn3	ENSMUSG00000031302	NLGN3	one2one	NA		22.9
Nlk	ENSMUSG00000017376	NLK	one2one	NA		22.9
Nln	ENSMUSG00000021710	NLN	one2one	NA		22.9
Nlrc3	ENSMUSG00000049871	NLRC3	one2one	NA		22.9
Nlrc4	ENSMUSG00000039193	NLRC4	one2one	NA		22.9
Nlrc5	ENSMUSG00000074151	NLRC5	one2one	NA		22.9
Nlrp10	ENSMUSG00000049709	NLRP10	one2one	NA		22.9
Nlrp1a	ENSMUSG00000069830	NLRP1	many2one	NA		22.9
Nlrp1b	ENSMUSG00000070390	NLRP1	many2one	NA		22.9
Nlrp3	ENSMUSG00000032691	NLRP3	one2one	NA		22.9
Nlrp6	ENSMUSG00000038745	NLRP6	one2one	NA		22.9
Nlrx1	ENSMUSG00000032109	NLRX1	one2one	NA		22.9
Nmb	ENSMUSG00000025723	NMB	one2one	NA		22.9
Nmd3	ENSMUSG00000027787	NMD3	one2one	NA		22.9
Nme1	ENSMUSG00000037601	NME1	one2one	NA		22.9
Nme2	ENSMUSG00000020857	NME2	one2one	NA		22.9
Nme4	ENSMUSG00000024177	NME4	one2one	NA		22.9
Nme6	ENSMUSG00000032478	NME6	one2one	NA		22.9
Nme7	ENSMUSG00000026575	NME7	one2one	NA		22.9
Nmi	ENSMUSG00000026946	NMI	one2one	NA		22.9
Nmnat1	ENSMUSG00000028992	NMNAT1	one2one	NA		22.9
Nmnat2	ENSMUSG00000042751	NMNAT2	one2one	NA		22.9
Nmnat3	ENSMUSG00000032456	NMNAT3	one2one	NA		22.9
Nmral1	ENSMUSG00000063445	NMRAL1	one2one	NA		22.9
Nmrk1	ENSMUSG00000037847	NMRK1	one2one	NA		22.9
Nmt1	ENSMUSG00000020936	NMT1	one2one	NA		22.9
Nmt2	ENSMUSG00000026643	NMT2	one2one	NA		22.9
Nnat	ENSMUSG00000067786	NNAT	one2one	NA		22.9
Nnt	ENSMUSG00000025453	NNT	one2one	NA		22.9
Noa1	ENSMUSG00000036285	NOA1	one2one	NA		22.9
Nob1	ENSMUSG00000003848	NOB1	one2one	NA		22.9
Noc2l	ENSMUSG00000095567	NOC2L	one2one	NA		22.9
Noc3l	ENSMUSG00000024999	NOC3L	one2one	NA		22.9
Noc4l	ENSMUSG00000033294	NOC4L	one2one	NA		22.9
Noct	ENSMUSG00000023087	NOCT	one2one	NA		22.9
Nod1	ENSMUSG00000038058	NOD1	one2one	NA		22.9
Nod2	ENSMUSG00000055994	NOD2	one2one	NA		22.9
Nol10	ENSMUSG00000061458	NOL10	one2one	NA		22.9
Nol11	ENSMUSG00000018433	NOL11	one2one	NA		22.9
Nol12	ENSMUSG00000033099	NOL12	one2one	NA		22.9
Nol3	ENSMUSG00000014776	NOL3	one2one	NA		22.9
Nol4l	ENSMUSG00000061411	NOL4L	one2one	NA		22.9
Nol6	ENSMUSG00000028430	NOL6	one2one	NA		22.9
Nol7	ENSMUSG00000063200	NOL7	one2one	NA		22.9
Nol8	ENSMUSG00000021392	NOL8	one2one	NA		22.9
Nol9	ENSMUSG00000028948	NOL9	one2one	NA		22.9
Nolc1	ENSMUSG00000015176	NOLC1	one2one	NA		22.9
Nom1	ENSMUSG00000001569	NOM1	one2one	NA		22.9
Nomo1	ENSMUSG00000030835	NOMO1	one2many	NA		22.9
Nomo1	ENSMUSG00000030835	NOMO2	one2many	NA		22.9
Nono	ENSMUSG00000031311	NONO	one2one	NA		22.9
Nop10	ENSMUSG00000027133	NOP10	one2one	NA		22.9
Nop14	ENSMUSG00000036693	NOP14	one2one	NA		22.9
Nop16	ENSMUSG00000025869	NOP16	one2one	NA		22.9
Nop2	ENSMUSG00000038279	NOP2	one2one	NA		22.9
Nop53	ENSMUSG00000041560	NOP53	one2one	NA		22.9
Nop56	ENSMUSG00000027405	NOP56	one2one	NA		22.9
Nop58	ENSMUSG00000026020	NOP58	one2one	NA		22.9
Nop9	ENSMUSG00000019297	NOP9	one2one	NA		22.9
Nos1	ENSMUSG00000029361	NOS1	one2one	NA		22.9
Nos2	ENSMUSG00000020826	NOS2	one2one	NA		22.9
Nos3	ENSMUSG00000028978	NOS3	one2one	NA		22.9
Nosip	ENSMUSG00000003421	NOSIP	one2one	NA		22.9
Nostrin	ENSMUSG00000034738	NOSTRIN	one2one	NA		22.9
Notch1	ENSMUSG00000026923	NOTCH1	one2one	NA		22.9
Notch2	ENSMUSG00000027878	NOTCH2	one2one	NA		22.9
Notch3	ENSMUSG00000038146	NOTCH3	one2one	NA		22.9
Notch4	ENSMUSG00000015468	NOTCH4	one2one	NA		22.9
Nova2	ENSMUSG00000030411	NOVA2	one2one	NA		22.9
Nox1	ENSMUSG00000031257	NOX1	one2one	NA		22.9
Noxo1	ENSMUSG00000019320	NOXO1	one2one	NA		22.9
Noxred1	ENSMUSG00000072919	NOXRED1	one2one	NA		22.9
Npas1	ENSMUSG00000001988	NPAS1	one2one	NA		22.9
Npas2	ENSMUSG00000026077	NPAS2	one2one	NA		22.9
Npas4	ENSMUSG00000045903	NPAS4	one2one	NA		22.9
Npat	ENSMUSG00000033054	NPAT	one2one	NA		22.9
Npb	ENSMUSG00000044034	NPB	one2one	NA		22.9
Npc1	ENSMUSG00000024413	NPC1	one2one	NA		22.9
Npc2	ENSMUSG00000021242	NPC2	one2one	NA		22.9
Npdc1	ENSMUSG00000015094	NPDC1	one2one	NA		22.9
Npepl1	ENSMUSG00000039263	NPEPL1	one2one	NA		22.9
Npepps	ENSMUSG00000001441	NPEPPS	one2one	NA		22.9
Npff	ENSMUSG00000023052	NPFF	one2one	NA		22.9
Nphp1	ENSMUSG00000027378	NPHP1	one2one	NA		22.9
Nphp3	ENSMUSG00000032558	NPHP3	one2one	NA		22.9
Nphp4	ENSMUSG00000039577	NPHP4	one2one	NA		22.9
Npl	ENSMUSG00000042684	NPL	one2one	NA		22.9
Nploc4	ENSMUSG00000039703	NPLOC4	one2one	NA		22.9
Npm1	ENSMUSG00000057113	NPM1	one2one	NA		22.9
Npm2	ENSMUSG00000047911	NPM2	one2one	NA		22.9
Npm3	ENSMUSG00000056209	NPM3	one2one	NA		22.9
Npnt	ENSMUSG00000040998	NPNT	one2one	NA		22.9
Nppc	ENSMUSG00000026241	NPPC	one2one	NA		22.9
Npr1	ENSMUSG00000027931	NPR1	one2one	NA		22.9
Npr2	ENSMUSG00000028469	NPR2	one2one	NA		22.9
Npr3	ENSMUSG00000022206	NPR3	one2one	NA		22.9
Nprl2	ENSMUSG00000010057	NPRL2	one2one	NA		22.9
Nprl3	ENSMUSG00000020289	NPRL3	one2one	NA		22.9
Npsr1	ENSMUSG00000043659	NPSR1	one2one	NA		22.9
Nptn	ENSMUSG00000032336	NPTN	one2one	NA		22.9
Nptxr	ENSMUSG00000022421	NPTXR	one2one	NA		22.9
Npw	ENSMUSG00000071230	NPW	one2one	NA		22.9
Nqo1	ENSMUSG00000003849	NQO1	one2one	NA		22.9
Nqo2	ENSMUSG00000046949	NQO2	one2one	NA		22.9
Nr1d1	ENSMUSG00000020889	NR1D1	one2one	NA		22.9
Nr1d2	ENSMUSG00000021775	NR1D2	one2one	NA		22.9
Nr1h2	ENSMUSG00000060601	NR1H2	one2one	NA		22.9
Nr1h3	ENSMUSG00000002108	NR1H3	one2one	NA		22.9
Nr1h4	ENSMUSG00000047638	NR1H4	one2one	NA		22.9
Nr2c1	ENSMUSG00000005897	NR2C1	one2one	NA		22.9
Nr2c2	ENSMUSG00000005893	NR2C2	one2one	NA		22.9
Nr2c2ap	ENSMUSG00000071078	NR2C2AP	one2one	NA		22.9
Nr2f1	ENSMUSG00000069171	NR2F1	one2one	NA		22.9
Nr2f6	ENSMUSG00000002393	NR2F6	one2one	NA		22.9
Nr3c1	ENSMUSG00000024431	NR3C1	one2one	NA		22.9
Nr3c2	ENSMUSG00000031618	NR3C2	one2one	NA		22.9
Nr4a1	ENSMUSG00000023034	NR4A1	one2one	NA		22.9
Nr4a2	ENSMUSG00000026826	NR4A2	one2one	NA		22.9
Nr4a3	ENSMUSG00000028341	NR4A3	one2one	NA		22.9
Nr6a1	ENSMUSG00000063972	NR6A1	one2one	NA		22.9
Nrap	ENSMUSG00000049134	NRAP	one2one	NA		22.9
Nrarp	ENSMUSG00000078202	NRARP	one2one	NA		22.9
Nras	ENSMUSG00000027852	NRAS	one2one	NA		22.9
Nrbf2	ENSMUSG00000075000	NRBF2	one2one	NA		22.9
Nrbp1	ENSMUSG00000029148	NRBP1	one2one	NA		22.9
Nrbp2	ENSMUSG00000075590	NRBP2	one2one	NA		22.9
Nrcam	ENSMUSG00000020598	NRCAM	one2one	NA		22.9
Nrd1	ENSMUSG00000053510	NRDC	one2one	NA		22.9
Nrde2	ENSMUSG00000021179	NRDE2	one2one	NA		22.9
Nrep	ENSMUSG00000042834	NREP	one2one	NA		22.9
Nrf1	ENSMUSG00000058440	NRF1	one2one	NA		22.9
Nrg1	ENSMUSG00000062991	NRG1	one2one	NA		22.9
Nrg4	ENSMUSG00000032311	NRG4	one2one	NA		22.9
Nrgn	ENSMUSG00000053310	NRGN	one2one	NA		22.9
Nrip1	ENSMUSG00000048490	NRIP1	one2one	NA		22.9
Nrip2	ENSMUSG00000001520	NRIP2	one2one	NA		22.9
